2.16,10.92603
5.74,10.15536
6.09,11.80019
6.835,13.95138
11.825,7.890444
15.575,5.940311
15.875,10.11504
16.6,9.851316
22.095,11.53308
25.385,8.363327
25.755,11.243
26.665,10.60866
32.025,11.8307
32.765,9.409238
35.185,14.88532
35.915,12.36011
36.65,8.675871
37.37,11.33718
38.575,8.50341
39.515,13.68821
39.92,8.192762
40.49,7.688372
40.66,9.444425
42.08,12.31538
43.455,13.68501
44.105,10.48017
44.78,9.36709
46.4,6.732692
48.795,7.019892
48.95,11.6192
49.145,16.49736
49.515,16.13344
49.85,10.2744
50.495,8.178555
51.875,7.419167
53.38,10.01899
54.37,13.0808
54.5,15.78925
54.66,10.4264
55.36,8.702587
56.685,8.529085
59.085,8.996643
59.4,6.738619
59.515,14.88565
59.57,13.89054
59.765,11.51404
60.49,10.03433
60.54,9.16212
61.24,9.356069
62.28,13.38976
63.355,12.23797
64.685,9.666626
65.78,10.0688
66.97,8.348196
68.72,9.615561
69.06,9.540243
69.515,17.93128
69.57,15.6893
70.43,11.88809
70.49,17.86321
71.135,9.66805
73.26,11.43828
75.5,6.263838
75.93,10.95088
76.695,7.334183
77.04,8.701363
78.105,13.67167
79.515,5.623199
80.835,11.15047
81.205,7.695356
81.545,8.497718
81.94,7.765409
83.63,9.091702
83.975,13.66564
84.815,12.94049
86.94,10.40652
87.68,9.34437
88.05,8.852808
88.75,8.765464
89.115,8.751182
89.425,10.15131
89.515,10.21188
89.78,13.55678
90.475,9.973108
90.83,9.568004
91.19,7.814109
91.945,9.140592
92.655,10.98417
92.69,13.88527
93.375,9.05849
93.735,10.0107
94.11,8.532353
94.85,9.449169
95.52,14.69332
96.255,8.480548
97.3,13.58003
98.105,9.752151
98.28,10.05586
98.54,9.9855
99.17,9.592301
99.515,12.03984
100.225,9.73473
100.485,8.088768
100.555,10.37804
100.88,7.773417
101.23,10.25036
102.205,8.322008
102.55,9.569061
102.895,9.579125
103.575,10.47614
103.93,8.100286
104.59,7.471338
104.915,10.31474
105.295,8.720896
105.625,9.031631
106.365,8.864123
106.8,9.496964
107.805,8.257655
108.165,8.826249
108.92,9.293622
109.23,9.617718
109.515,8.308516
109.66,13.45424
111.185,12.63819
113.605,7.973437
113.94,6.886654
114.285,11.86101
114.63,6.986866
115.695,8.256477
116.005,7.07825
116.79,8.0045
118.31,8.06053
119.35,10.40515
119.515,14.28141
119.73,9.85347
120.835,10.5305
122.14,9.010647
122.825,9.010618
124.365,8.90167
127.175,12.64525
129.515,12.95995
129.56,9.309796
130.6,9.07017
131.285,7.910865
132,8.338303
133.705,8.974722
133.875,7.642265
134.03,13.12835
134.705,9.195664
135.79,12.45362
137.235,7.656142
139.495,10.25687
140.955,8.92251
143.295,8.87494
143.635,17.16445
143.975,9.347971
144.425,8.704478
145.255,9.132505
146.03,8.494585
147.15,7.361964
147.595,11.69015
147.99,8.218724
148.51,8.766236
149.075,7.618712
149.515,14.78075
150.1,7.965908
150.495,9.595145
150.835,7.78145
151.59,15.24377
152.37,7.149726
153.105,10.25099
155.675,13.07514
156.08,11.80257
156.455,9.80185
156.845,10.23471
157.645,10.36003
158.395,8.497478
158.74,12.38303
158.92,8.493398
159.15,13.53573
159.515,6.279745
159.74,9.227859
159.93,10.69843
160.28,10.5492
160.495,9.169766
160.71,13.82761
161.92,9.45118
162.44,7.482787
163.33,8.348094
164.7,8.589468
166.37,13.22398
168.095,8.768883
168.445,6.892482
169.515,12.76815
169.905,8.867428
170.675,7.917769
171.385,10.65133
172.5,8.891118
172.675,11.49857
172.88,11.1884
173.63,10.88651
174.395,11.41265
175.36,6.442506
178.25,10.89506
179.53,6.871199
181.3,6.687273
181.75,9.135206
182.615,10.18172
184.52,7.091636
185.64,9.887808
187.41,9.868469
187.905,10.95877
189.005,10.28283
189.515,13.76991
189.56,12.44764
190.495,7.434586
191.775,6.710306
192.445,7.121212
192.77,10.29461
194.79,12.39689
194.855,11.92182
199.515,5.734691
