0.68,18.86441
1.385,23.75909
2.085,9.087797
2.785,10.82041
3.915,12.58361
4.21,15.83546
5.625,13.56795
6.705,18.33282
6.955,11.81837
7,16.73476
7.66,17.17743
8.37,21.41337
9.52,11.04597
9.765,12.0212
10.495,10.31336
11.265,16.37703
11.685,11.88597
12.59,15.48994
12.635,27.92259
13.09,10.30941
13.385,20.28889
13.555,14.0931
14.045,20.25025
15.435,18.32613
16.89,10.00142
17.255,15.18708
18.21,14.57159
18.285,17.11728
18.67,14.77252
19.015,11.54341
19.19,12.00094
19.515,24.76883
19.685,13.11052
20.405,10.74898
21.09,11.20608
21.81,12.36985
22.27,11.05999
22.515,13.68781
23.875,11.45092
24.365,12.15152
24.63,13.87595
24.8,14.35257
25.265,10.01435
25.32,17.28228
26.49,12.25609
27.925,13.12293
29.51,15.65236
30.01,12.07809
30.265,14.37011
30.99,17.58713
32.365,14.61194
33.095,15.01214
33.61,14.77728
35.12,11.97932
35.205,17.07968
35.685,12.35994
35.92,15.01144
36.145,16.44407
36.58,14.41476
36.62,17.13082
37.66,13.56058
37.98,17.4061
39.44,11.91667
39.515,7.4238
40.745,11.84494
40.83,16.8408
41.31,13.0972
41.775,12.72713
42.25,13.14697
42.29,14.19393
43.62,14.41355
44.355,13.61631
45.055,13.67123
46.465,12.09208
47.165,12.36915
47.825,15.49464
49.245,14.82044
49.515,34.88501
50.695,13.29627
52.085,11.43362
52.54,15.5905
52.8,15.12287
53.455,12.74877
54.62,16.14335
54.92,13.16649
56.32,13.1156
57.72,14.25737
58.155,12.82019
58.385,12.74246
58.43,21.71968
58.91,12.10554
59.12,13.07101
59.515,9.858321
60.54,11.77758
61.975,13.20418
63.185,14.34463
63.335,14.97274
63.39,14.59526
63.795,13.82076
64.105,14.01226
64.795,14.2191
66.115,17.48535
67.285,10.86533
67.61,16.22356
68.705,13.43794
68.915,19.35881
69.385,14.7696
69.515,17.72334
70.13,16.09207
70.41,17.09746
71.105,16.03243
71.53,13.5053
71.805,12.85727
72.895,13.70281
74.535,11.23172
75.005,14.4743
75.355,12.88243
75.785,16.91931
76.06,12.69114
76.76,12.83426
77.21,11.87507
77.4,13.01223
78.87,14.05576
79.515,9.242874
79.905,12.84009
80.24,14.6802
80.71,13.14432
80.98,15.77132
81.665,14.06809
82.725,15.56435
83.1,13.52676
84.185,16.07321
84.455,13.63317
84.89,13.14153
85.595,12.58
85.855,14.61222
86.325,12.25157
87.325,14.83831
88.37,13.85927
88.605,11.71588
89.425,13.63898
89.515,11.74079
89.82,11.38974
90.115,13.22831
91.435,18.90827
91.95,14.0006
92.895,13.98403
93.285,13.68974
93.615,12.80151
93.985,15.50848
94.275,14.08366
95.005,14.44135
96.365,15.3974
96.835,15.76252
97.045,14.62951
97.835,14.71822
98.295,13.49978
98.55,17.19488
99.005,13.60249
99.515,32.91297
99.7,13.76638
99.95,13.5651
99.98,17.97974
101.03,12.15718
101.375,15.19268
102.075,14.10275
102.72,13.29387
102.79,17.79502
103.16,17.91009
103.46,14.80461
103.5,17.01655
104.145,15.78384
104.59,11.16056
104.86,13.2897
105.505,18.33142
106,11.49057
106.615,12.68303
106.9,12.30861
